description,description_en,transaction_type,amount_range,tax_rate,debit_account_code,credit_account_code,debit_account_type,credit_account_type,confidence,source
"Drilling Screw Pan Washer 8*1/2"" ( BOX ) Drilling Screw Pan Washer 8*1/2""","Drilling Screw Pan Washer 8*1/2"" ( BOX ) Drilling Screw Pan Washer 8*1/2""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
كوع كهرباء 1/2,كوع كهرباء 1/2,invoice,small,15.0,410007,201002,,,0.95,real_odoo
كوع كهرباء 1/2,كوع كهرباء 1/2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Copper Coil 1/2"" *50FT Roll","Copper Coil 1/2"" *50FT Roll",invoice,small,15.0,410016,201002,,,0.95,real_odoo
"Copper Coil 1/2"" *50FT Roll","Copper Coil 1/2"" *50FT Roll",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Copper Coil 5/8"" * 50FT Roll
Per meter","Copper Coil 5/8"" * 50FT Roll
Per meter",invoice,small,15.0,410016,201002,,,0.95,real_odoo
"Copper Coil 5/8"" * 50FT Roll
Per meter","Copper Coil 5/8"" * 50FT Roll
Per meter",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Plastic end plug long 1/2"" silver","Plastic end plug long 1/2"" silver",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"Plastic end plug long 1/2"" silver","Plastic end plug long 1/2"" silver",invoice,small,15.0,104041,201002,,,0.95,real_odoo
سدة كبس حراري 63  مل,سدة كبس حراري 63  مل,invoice,small,15.0,410007,201002,,,0.95,real_odoo
سدة كبس حراري 63  مل,سدة كبس حراري 63  مل,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Electric pipe black 1/2"" 20MM ( PCS )","Electric pipe black 1/2"" 20MM ( PCS )",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"Electric pipe black 1/2"" 20MM ( PCS )","Electric pipe black 1/2"" 20MM ( PCS )",invoice,small,15.0,104041,201002,,,0.95,real_odoo
سلك تربيط مودو 6  كيلو,سلك تربيط مودو 6  كيلو,invoice,small,15.0,410004,201002,,,0.95,real_odoo
سلك تربيط مودو 6  كيلو,سلك تربيط مودو 6  كيلو,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Basim Number 559701094,Basim Number 559701094,invoice,medium,15.0,400020,201002,,,0.95,real_odoo
Basim Number 559701094,Basim Number 559701094,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Courier Expenses,Courier Expenses,invoice,small,15.0,400021,201002,,,0.95,real_odoo
Courier Expenses,Courier Expenses,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Juamah Internet 05249790003,Juamah Internet 05249790003,invoice,small,15.0,400020,201002,,,0.95,real_odoo
Juamah Internet 05249790003,Juamah Internet 05249790003,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"internet
Old Bills","internet
Old Bills",invoice,small,0.0,400020,201002,,,0.95,real_odoo
"Transportation
Brick","Transportation
Brick",invoice,medium,0.0,410022,201002,,,0.95,real_odoo
"Tools
Screw Spacer","Tools
Screw Spacer",invoice,medium,15.0,410004,201002,,,0.95,real_odoo
"Tools
Screw Spacer","Tools
Screw Spacer",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"service
Forklift From Riyadh To Joaimah","service
Forklift From Riyadh To Joaimah",invoice,medium,0.0,410022,201002,,,0.95,real_odoo
"WATER AND ELLECTRICITY
Office 802 Water & Electricity
From Jan 1 to Jan 31 2025","WATER AND ELLECTRICITY
Office 802 Water & Electricity
From Jan 1 to Jan 31 2025",invoice,medium,15.0,400018,201002,,,0.95,real_odoo
"WATER AND ELLECTRICITY
Office 802 Water & Electricity
From Jan 1 to Jan 31 2025","WATER AND ELLECTRICITY
Office 802 Water & Electricity
From Jan 1 to Jan 31 2025",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
FLOOR DRAIN SS LARDINVA ITALY,FLOOR DRAIN SS LARDINVA ITALY,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
FLOOR DRAIN SS LARDINVA ITALY,FLOOR DRAIN SS LARDINVA ITALY,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
FLEXI GUARD PDR-GREY-20.0KG,FLEXI GUARD PDR-GREY-20.0KG,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
FLEXI GUARD PDR-GREY-20.0KG,FLEXI GUARD PDR-GREY-20.0KG,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
JOTASHIELD PEN PRIMER WHITE 18L,JOTASHIELD PEN PRIMER WHITE 18L,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
JOTASHIELD PEN PRIMER WHITE 18L,JOTASHIELD PEN PRIMER WHITE 18L,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
1 male,1 male,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Car Wash,Car Wash,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Lock Saddam,Lock Saddam,invoice,small,0.0,400041,201002,,,0.95,real_odoo
طقم اصلاح غمارة MP4,طقم اصلاح غمارة MP4,invoice,small,0.0,400041,201002,,,0.95,real_odoo
biryani rice sada,biryani rice sada,invoice,small,15.0,410001,201002,,,0.95,real_odoo
biryani rice sada,biryani rice sada,invoice,small,15.0,104041,201002,,,0.95,real_odoo
غراء سيراميك دي سي بي,غراء سيراميك دي سي بي,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
غراء سيراميك دي سي بي,غراء سيراميك دي سي بي,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
دسك حديد 14  انش 3سم,دسك حديد 14  انش 3سم,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
دسك حديد 14  انش 3سم,دسك حديد 14  انش 3سم,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Aluminium 60*60,Aluminium 60*60,invoice,medium,15.0,410015,201002,,,0.95,real_odoo
Aluminium 60*60,Aluminium 60*60,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Sand Paper 180,Sand Paper 180,invoice,small,15.0,410015,201002,,,0.95,real_odoo
Sand Paper 180,Sand Paper 180,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Sand Paper 180,Sand Paper 180,invoice,small,15.0,104041,201002,,,0.95,real_odoo
GP thinner 331,GP thinner 331,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
GP thinner 331,GP thinner 331,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Tile Grout Vetont 10KG Grey,Tile Grout Vetont 10KG Grey,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Tile Grout Vetont 10KG Grey,Tile Grout Vetont 10KG Grey,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Maintenance
Eng Mustafa AC","Maintenance
Eng Mustafa AC",invoice,small,15.0,400027,201002,,,0.95,real_odoo
"Maintenance
Eng Mustafa AC","Maintenance
Eng Mustafa AC",invoice,small,15.0,104041,201002,,,0.95,real_odoo
فواصل بلاط مع خابور,فواصل بلاط مع خابور,invoice,small,15.0,410015,201002,,,0.95,real_odoo
فواصل بلاط مع خابور,فواصل بلاط مع خابور,invoice,small,15.0,104041,201002,,,0.95,real_odoo
M&C Accessories,M&C Accessories,invoice,small,15.0,400027,201002,,,0.95,real_odoo
M&C Accessories,M&C Accessories,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Maintenance,Maintenance,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Maintenance
Generator","Maintenance
Generator",invoice,small,15.0,400048,201002,,,0.95,real_odoo
"Maintenance
Generator","Maintenance
Generator",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"BALADI
tamkeen","BALADI
tamkeen",invoice,medium,15.0,400045,201002,,,0.95,real_odoo
"BALADI
tamkeen","BALADI
tamkeen",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
PVC Cover 7*7,PVC Cover 7*7,invoice,small,15.0,400027,201002,,,0.95,real_odoo
PVC Cover 7*7,PVC Cover 7*7,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Equipment Rental
Trash Container","Equipment Rental
Trash Container",invoice,small,15.0,400044,201002,,,0.95,real_odoo
"Equipment Rental
Trash Container","Equipment Rental
Trash Container",invoice,small,15.0,104041,201002,,,0.95,real_odoo
RAL 9005,RAL 9005,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
RAL 9005,RAL 9005,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"STAMP
For Guardian","STAMP
For Guardian",invoice,small,0.0,400033,201002,,,0.95,real_odoo
Drinking Water,Drinking Water,invoice,small,15.0,400012,201002,,,0.95,real_odoo
NOVA MINERAL WATER 001,NOVA MINERAL WATER 001,invoice,small,15.0,400026,201002,,,0.95,real_odoo
oil filter,oil filter,invoice,small,15.0,400041,201002,,,0.95,real_odoo
oil filter,oil filter,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Transportation
Forklift Moving Charge","Transportation
Forklift Moving Charge",invoice,medium,0.0,410022,201002,,,0.95,real_odoo
"Office Rent
Office 802 from 12/9/2024 to 31/1/2025l","Office Rent
Office 802 from 12/9/2024 to 31/1/2025l",invoice,xlarge,15.0,104023,201002,,,0.95,real_odoo
"Office Rent
Office 802 from 12/9/2024 to 31/1/2025l","Office Rent
Office 802 from 12/9/2024 to 31/1/2025l",invoice,xlarge,15.0,104041,201002,,,0.95,real_odoo
WATER AND ELLECTRICITY,WATER AND ELLECTRICITY,invoice,medium,15.0,400018,201002,,,0.95,real_odoo
WATER AND ELLECTRICITY,WATER AND ELLECTRICITY,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Tile and Ceramic
1St Floor","Tile and Ceramic
1St Floor",invoice,large,0.0,410063,201002,,,0.95,real_odoo
"Tile and Ceramic
The mosque","Tile and Ceramic
The mosque",invoice,medium,0.0,410063,201002,,,0.95,real_odoo
Juamah Internet,Juamah Internet,invoice,medium,0.0,400020,201002,,,0.95,real_odoo
غراء سافيتو اخضر,غراء سافيتو اخضر,invoice,small,15.0,410015,201002,,,0.95,real_odoo
"office expences
Water","office expences
Water",invoice,small,15.0,400012,201002,,,0.95,real_odoo
"office expences
Water","office expences
Water",invoice,small,15.0,104041,201002,,,0.95,real_odoo
براغي الن كي اسود عادي 35*8,براغي الن كي اسود عادي 35*8,invoice,small,15.0,410004,201002,,,0.95,real_odoo
براغي الن كي اسود عادي 35*8,براغي الن كي اسود عادي 35*8,invoice,small,15.0,104041,201002,,,0.95,real_odoo
HEMPADUR PRIMER,HEMPADUR PRIMER,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
HEMPADUR PRIMER,HEMPADUR PRIMER,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
700/750-16 TR75A لستك هان مكس,700/750-16 TR75A لستك هان مكس,invoice,small,15.0,400041,201002,,,0.95,real_odoo
700/750-16 TR75A لستك هان مكس,700/750-16 TR75A لستك هان مكس,invoice,small,15.0,104041,201002,,,0.95,real_odoo
1JE001UVA FENOMASTIC PURE COLOURS EMULSION MATT WHITE 18L,1JE001UVA FENOMASTIC PURE COLOURS EMULSION MATT WHITE 18L,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
1JE001UVA FENOMASTIC PURE COLOURS EMULSION MATT WHITE 18L,1JE001UVA FENOMASTIC PURE COLOURS EMULSION MATT WHITE 18L,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
مخرز بلاستيك عادي,مخرز بلاستيك عادي,invoice,small,15.0,410004,201002,,,0.95,real_odoo
مخرز بلاستيك عادي,مخرز بلاستيك عادي,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"HAVAWAYA VETILAION COVER 4""","HAVAWAYA VETILAION COVER 4""",invoice,medium,15.0,410007,201002,,,0.95,real_odoo
"HAVAWAYA VETILAION COVER 4""","HAVAWAYA VETILAION COVER 4""",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
مخرز تيوبلس,مخرز تيوبلس,invoice,small,15.0,400048,201002,,,0.95,real_odoo
مخرز تيوبلس,مخرز تيوبلس,invoice,small,15.0,104041,201002,,,0.95,real_odoo
NUT صامولة و كمسمار,NUT صامولة و كمسمار,invoice,small,15.0,410007,201002,,,0.95,real_odoo
NUT صامولة و كمسمار,NUT صامولة و كمسمار,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Danah Saad  5 feb 2025 to 27 Oct 2025,Danah Saad  5 feb 2025 to 27 Oct 2025,invoice,large,15.0,104021,201002,,,0.95,real_odoo
Danah Saad  5 feb 2025 to 27 Oct 2025,Danah Saad  5 feb 2025 to 27 Oct 2025,invoice,large,15.0,104041,201002,,,0.95,real_odoo
ISO Certification Consultancy,ISO Certification Consultancy,invoice,large,15.0,410018,201002,,,0.95,real_odoo
ISO Certification Consultancy,ISO Certification Consultancy,invoice,large,15.0,104041,201002,,,0.95,real_odoo
desktop i7 ssd 512 hdd 1 tb ram32 rtx 3050 8gb 30 days waranty,desktop i7 ssd 512 hdd 1 tb ram32 rtx 3050 8gb 30 days waranty,invoice,medium,15.0,106003,201002,,,0.95,real_odoo
desktop i7 ssd 512 hdd 1 tb ram32 rtx 3050 8gb 30 days waranty,desktop i7 ssd 512 hdd 1 tb ram32 rtx 3050 8gb 30 days waranty,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Membership,Membership,invoice,medium,0.0,400045,201002,,,0.95,real_odoo
HP INK 712 BLK 38ML,HP INK 712 BLK 38ML,invoice,small,15.0,400055,201002,,,0.95,real_odoo
HP INK 712 BLK 38ML,HP INK 712 BLK 38ML,invoice,small,15.0,104041,201002,,,0.95,real_odoo
زاوية LANGLE 1.5MM3720*20,زاوية LANGLE 1.5MM3720*20,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
زاوية LANGLE 1.5MM3720*20,زاوية LANGLE 1.5MM3720*20,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
PATTEX PL150 12 PCS BOX,PATTEX PL150 12 PCS BOX,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
PATTEX PL150 12 PCS BOX,PATTEX PL150 12 PCS BOX,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
قفل اصفر,قفل اصفر,invoice,small,15.0,410007,201002,,,0.95,real_odoo
قفل اصفر,قفل اصفر,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Basim Iqama From Riyadh Sent by Fahad,Basim Iqama From Riyadh Sent by Fahad,invoice,small,0.0,400021,201002,,,0.95,real_odoo
Powder fire extinguisher holder,Powder fire extinguisher holder,invoice,medium,15.0,410017,201002,,,0.95,real_odoo
Powder fire extinguisher holder,Powder fire extinguisher holder,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Almumium 60*60,Almumium 60*60,invoice,medium,15.0,410019,201002,,,0.95,real_odoo
Almumium 60*60,Almumium 60*60,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Almumium 60*60,Almumium 60*60,invoice,medium,15.0,410012,201002,,,0.95,real_odoo
PUMP(302420900003-1100101100253) MAC10N,PUMP(302420900003-1100101100253) MAC10N,invoice,small,15.0,410004,201002,,,0.95,real_odoo
PUMP(302420900003-1100101100253) MAC10N,PUMP(302420900003-1100101100253) MAC10N,invoice,small,15.0,104041,201002,,,0.95,real_odoo
9230 USD,9230 USD,invoice,large,0.0,104025,201002,,,0.95,real_odoo
Cutting Disc 350*3.20 MM CE,Cutting Disc 350*3.20 MM CE,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
Cutting Disc 350*3.20 MM CE,Cutting Disc 350*3.20 MM CE,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
اعمال درايش المنيوم,اعمال درايش المنيوم,invoice,large,15.0,410009,201002,,,0.95,real_odoo
اعمال درايش المنيوم,اعمال درايش المنيوم,invoice,large,15.0,104041,201002,,,0.95,real_odoo
"WATER AND ELLECTRICITY
Office 701 15AUG2024 To 31January2025","WATER AND ELLECTRICITY
Office 701 15AUG2024 To 31January2025",invoice,medium,15.0,400018,201002,,,0.95,real_odoo
"WATER AND ELLECTRICITY
Office 701 15AUG2024 To 31January2025","WATER AND ELLECTRICITY
Office 701 15AUG2024 To 31January2025",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Car Wash
Mr. Basem Alshawakba Car","Car Wash
Mr. Basem Alshawakba Car",invoice,small,15.0,400041,201002,,,0.95,real_odoo
"Car Wash
Mr. Basem Alshawakba Car","Car Wash
Mr. Basem Alshawakba Car",invoice,small,15.0,104041,201002,,,0.95,real_odoo
FENOMASTIC PC A16.2L,FENOMASTIC PC A16.2L,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
FENOMASTIC PC A16.2L,FENOMASTIC PC A16.2L,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Legal Fees,Legal Fees,invoice,medium,0.0,400031,201002,,,0.95,real_odoo
Tube rect 80*40*2.8MM*6M,Tube rect 80*40*2.8MM*6M,invoice,medium,15.0,410012,201002,,,0.95,real_odoo
Tube rect 80*40*2.8MM*6M,Tube rect 80*40*2.8MM*6M,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Samlex self drilling screw
7*1","Samlex self drilling screw
7*1",invoice,small,15.0,410004,201002,,,0.95,real_odoo
"Samlex self drilling screw
7*1","Samlex self drilling screw
7*1",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"R&D-Training
2527.2$
For Eng Mahmoud Hamdy","R&D-Training
2527.2$
For Eng Mahmoud Hamdy",invoice,large,0.0,410020,201002,,,0.95,real_odoo
STEKNIK STAIR NOSING ALUMINUM PROFILE,STEKNIK STAIR NOSING ALUMINUM PROFILE,invoice,medium,15.0,410012,201002,,,0.95,real_odoo
STEKNIK STAIR NOSING ALUMINUM PROFILE,STEKNIK STAIR NOSING ALUMINUM PROFILE,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
STEKNIK STAIR NOSING ALUMINUM PROFILE,STEKNIK STAIR NOSING ALUMINUM PROFILE,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
KEYBOARD,KEYBOARD,invoice,small,15.0,400027,201002,,,0.95,real_odoo
KEYBOARD,KEYBOARD,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"HR Fees
Mustafa Reyad","HR Fees
Mustafa Reyad",invoice,medium,0.0,400010,201002,,,0.95,real_odoo
مفتاح طبلون 16  امبير ريسان الفنار,مفتاح طبلون 16  امبير ريسان الفنار,invoice,small,15.0,410007,201002,,,0.95,real_odoo
مفتاح طبلون 16  امبير ريسان الفنار,مفتاح طبلون 16  امبير ريسان الفنار,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Printing Press,Printing Press,invoice,medium,15.0,400033,201002,,,0.95,real_odoo
Printing Press,Printing Press,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
SILICON GERMANY GERY,SILICON GERMANY GERY,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
SILICON GERMANY GERY,SILICON GERMANY GERY,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
SOCOOL LED LIGHT 30W,SOCOOL LED LIGHT 30W,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
SOCOOL LED LIGHT 30W,SOCOOL LED LIGHT 30W,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Sewage,Sewage,invoice,medium,15.0,400044,201002,,,0.95,real_odoo
Sewage,Sewage,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
7.00-12 / 5.00 STD BLK ECO SOLIDANA,7.00-12 / 5.00 STD BLK ECO SOLIDANA,invoice,medium,15.0,400048,201002,,,0.95,real_odoo
7.00-12 / 5.00 STD BLK ECO SOLIDANA,7.00-12 / 5.00 STD BLK ECO SOLIDANA,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
hinges white painted,hinges white painted,invoice,medium,15.0,410009,201002,,,0.95,real_odoo
hinges white painted,hinges white painted,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
STRATA EPOXY FLOOR FILLER,STRATA EPOXY FLOOR FILLER,invoice,small,15.0,410008,201002,,,0.95,real_odoo
STRATA EPOXY FLOOR FILLER,STRATA EPOXY FLOOR FILLER,invoice,small,15.0,104041,201002,,,0.95,real_odoo
HEMPADUR MASTIC GREY,HEMPADUR MASTIC GREY,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
HEMPADUR MASTIC GREY,HEMPADUR MASTIC GREY,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Tools
wrench with 2 pcs batter","Tools
wrench with 2 pcs batter",invoice,medium,0.0,410004,201002,,,0.95,real_odoo
"NOVO CUTTING DISC STEEL 14 "" 350*3.0 *25.4MM-EUROPE","NOVO CUTTING DISC STEEL 14 "" 350*3.0 *25.4MM-EUROPE",invoice,medium,15.0,410004,201002,,,0.95,real_odoo
"NOVO CUTTING DISC STEEL 14 "" 350*3.0 *25.4MM-EUROPE","NOVO CUTTING DISC STEEL 14 "" 350*3.0 *25.4MM-EUROPE",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Gascyinder replacement,Gascyinder replacement,invoice,small,15.0,400026,201002,,,0.95,real_odoo
Gascyinder replacement,Gascyinder replacement,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Cutting Disc 14""","Cutting Disc 14""",invoice,medium,15.0,410004,201002,,,0.95,real_odoo
"Cutting Disc 14""","Cutting Disc 14""",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
rubber 8 shape:Profile,rubber 8 shape:Profile,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
rubber 8 shape:Profile,rubber 8 shape:Profile,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
FENOMASTIC PURE COLORS EMULSION,FENOMASTIC PURE COLORS EMULSION,invoice,small,15.0,410008,201002,,,0.95,real_odoo
FENOMASTIC PURE COLORS EMULSION,FENOMASTIC PURE COLORS EMULSION,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Fenomastic PC EM SG IM(SA)BS A16.2L,Fenomastic PC EM SG IM(SA)BS A16.2L,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
Fenomastic PC EM SG IM(SA)BS A16.2L,Fenomastic PC EM SG IM(SA)BS A16.2L,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
AURES ARISTON MULTI,AURES ARISTON MULTI,invoice,medium,15.0,410009,201002,,,0.95,real_odoo
AURES ARISTON MULTI,AURES ARISTON MULTI,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
سليكون جي بي,سليكون جي بي,invoice,small,15.0,410004,201002,,,0.95,real_odoo
